yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
2014,AL,LAA,ANA,W,1,162,81,98,64,Y,N,N,N,773,5652,1464,304,31,155,492,1266,81,39,60,54,630,590,3.58,3,13,46,4448,1307,126,504,1342,83,127,0.986,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3095935,96,95,LAA,ANA,ANA
2014,NL,LAN,LAD,W,1,162,81,94,68,Y,N,N,N,718,5560,1476,302,38,134,519,1246,138,50,61,43,617,554,3.4,7,16,47,4394,1338,142,429,1373,107,145,0.983,Los Angeles Dodgers,Dodger Stadium,3782337,96,95,LAD,LAN,LAN
2014,NL,MIA,FLA,E,4,162,81,77,85,N,N,N,N,645,5538,1399,254,36,122,501,1419,58,21,35,39,674,613,3.78,3,16,42,4373,1481,114,458,1190,97,154,0.984,Miami Marlins,Marlins Park,1732283,103,104,MIA,FLO,MIA
2014,NL,MIL,MIL,C,3,162,81,82,80,N,N,N,N,650,5462,1366,297,28,150,423,1197,102,43,73,37,657,594,3.67,3,9,45,4373,1386,167,431,1246,99,130,0.984,Milwaukee Brewers,Miller Park,2797384,102,103,MIL,ML4,MIL
2014,AL,MIN,MIN,C,5,162,81,70,92,N,N,N,N,715,5567,1412,316,27,128,544,1329,99,36,53,44,777,728,4.57,2,7,38,4305,1588,147,408,1031,97,136,0.984,Minnesota Twins,Target Field,2250606,102,103,MIN,MIN,MIN
2014,AL,NYA,NYY,E,2,162,81,84,78,N,N,N,N,633,5497,1349,247,26,147,452,1133,112,26,56,47,664,605,3.75,5,10,48,4359,1392,164,398,1370,92,107,0.984,New York Yankees,Yankee Stadium III,3401624,100,101,NYY,NYA,NYA
2014,NL,NYN,NYM,E,3,162,81,79,83,N,N,N,N,629,5472,1306,275,19,125,516,1264,101,34,54,44,618,568,3.49,1,11,42,4391,1370,141,509,1303,104,158,0.983,New York Mets,Citi Field,2148808,94,95,NYM,NYN,NYN
2014,AL,OAK,OAK,W,2,162,81,88,74,N,Y,N,N,729,5545,1354,253,33,146,586,1104,83,20,49,43,572,524,3.22,7,13,31,4390,1269,147,406,1244,111,150,0.982,Oakland Athletics,O.co Coliseum,2003628,99,97,OAK,OAK,OAK
2014,NL,PHI,PHI,E,5,162,81,73,89,N,N,N,N,619,5603,1356,251,27,125,443,1306,109,26,55,37,687,619,3.79,2,12,40,4405,1396,134,521,1255,83,133,0.987,Philadelphia Phillies,Citizens Bank Park,2423852,100,101,PHI,PHI,PHI
2014,NL,PIT,PIT,C,2,162,81,88,74,N,Y,N,N,682,5536,1436,275,30,156,520,1244,104,47,78,35,631,562,3.47,2,7,48,4369,1341,128,499,1228,109,148,0.983,Pittsburgh Pirates,PNC Park,2442564,98,97,PIT,PIT,PIT
2014,NL,SDN,SDP,W,3,162,81,77,85,N,N,N,N,535,5294,1199,224,30,109,468,1294,91,34,41,45,577,523,3.27,4,10,41,4316,1300,117,462,1284,101,124,0.983,San Diego Padres,Petco Park,2195373,91,91,SDP,SDN,SDN
2014,AL,SEA,SEA,W,3,162,81,87,75,N,N,N,N,634,5450,1328,247,32,136,396,1232,96,42,60,34,554,512,3.17,2,9,51,4356,1240,137,463,1317,82,139,0.986,Seattle Mariners,Safeco Field,2064334,95,95,SEA,SEA,SEA
2014,NL,SFN,SFG,W,2,162,81,88,74,N,Y,Y,Y,665,5523,1407,257,42,132,427,1245,56,27,43,49,614,564,3.5,8,12,46,4347,1305,133,389,1211,100,155,0.984,San Francisco Giants,AT&T Park,3368697,95,95,SFG,SFN,SFN
2014,NL,SLN,STL,C,1,162,81,90,72,Y,N,N,N,619,5426,1371,275,21,105,471,1133,57,32,86,39,603,564,3.5,8,23,55,4346,1321,123,470,1221,88,145,0.985,St. Louis Cardinals,Busch Stadium III,3540649,101,100,STL,SLN,SLN
2014,AL,TBA,TBD,E,4,162,81,77,85,N,N,N,N,612,5516,1361,263,24,117,527,1124,63,27,66,53,625,579,3.56,3,22,37,4391,1292,145,482,1437,88,96,0.985,Tampa Bay Rays,Tropicana Field,1446464,97,97,TBR,TBA,TBA
2014,AL,TEX,TEX,W,5,162,81,67,95,N,N,N,N,637,5460,1400,260,28,111,417,1162,105,59,61,45,773,711,4.49,6,17,33,4279,1510,160,505,1110,106,155,0.982,Texas Rangers,Rangers Ballpark in Arlington,2718733,101,101,TEX,TEX,TEX
2014,AL,TOR,TOR,E,3,162,81,83,79,N,N,N,N,723,5549,1435,282,24,177,502,1151,78,21,41,40,686,642,4,3,16,45,4329,1400,151,490,1199,87,130,0.985,Toronto Blue Jays,Rogers Centre,2375525,102,102,TOR,TOR,TOR
2014,NL,WAS,WSN,E,1,162,81,96,66,Y,N,N,N,686,5542,1403,265,27,152,517,1304,101,23,56,41,555,495,3.03,5,19,45,4412,1351,110,352,1288,100,139,0.984,Washington Nationals,Nationals Park,2579389,104,102,WSN,MON,WAS
2015,AL,KCA,KCR,C,1,162,81,95,67,Y,N,Y,Y,724,5575,1497,300,42,139,383,973,104,34,77,47,641,601,3.73,2,8,56,4356,1372,155,489,1160,88,138,0.985,Kansas City Royals,Kauffman Stadium,2708549,104,103,KCR,KCA,KCA
2015,AL,MIN,MIN,C,2,162,81,83,79,N,N,N,N,696,5467,1349,277,44,156,439,1264,70,38,40,41,700,653,4.07,2,12,45,4329,1506,163,413,1046,86,150,0.986,Minnesota Twins,Target Field,2220054,103,104,MIN,MIN,MIN
2015,AL,CLE,CLE,C,3,161,80,81,80,N,N,N,N,669,5439,1395,303,29,141,533,1157,86,28,39,50,640,584,3.67,11,10,38,4298,1274,161,425,1407,79,136,0.987,Cleveland Indians,Progressive Field,1388905,106,106,CLE,CLE,CLE
2015,AL,CHA,CHW,C,4,162,81,76,86,N,N,N,N,622,5533,1381,260,27,136,404,1231,68,42,65,37,701,643,3.98,7,9,37,4358,1443,162,474,1359,101,159,0.983,Chicago White Sox,U.S. Cellular Field,1755810,97,96,CHW,CHA,CHA
2015,AL,DET,DET,C,5,161,81,74,87,N,N,N,N,689,5605,1515,289,49,151,455,1259,83,51,41,35,803,746,4.64,7,12,35,4341,1491,193,489,1100,86,165,0.986,Detroit Tigers,Comerica Park,2726048,97,98,DET,DET,DET
2015,AL,TOR,TOR,E,1,162,81,93,69,Y,N,N,N,891,5509,1480,308,17,232,570,1151,88,23,54,62,670,609,3.8,7,10,34,4323,1353,173,397,1117,88,145,0.985,Toronto Blue Jays,Rogers Centre,2794891,99,98,TOR,TOR,TOR
2015,AL,NYA,NYY,E,2,162,81,87,75,N,Y,N,N,764,5567,1397,272,19,212,554,1227,63,25,63,54,698,652,4.03,3,4,48,4373,1416,182,474,1370,93,135,0.985,New York Yankees,Yankee Stadium III,3193795,99,101,NYY,NYA,NYA
2015,AL,BAL,BAL,E,3,162,78,81,81,N,N,N,N,713,5485,1370,246,20,217,418,1331,44,25,51,32,693,646,4.05,0,10,43,4304,1406,174,483,1233,77,134,0.987,Baltimore Orioles,Oriole Park at Camden Yards,2281202,103,104,BAL,BAL,BAL
2015,AL,TBA,TBD,E,4,162,84,80,82,N,N,N,N,644,5485,1383,278,32,167,436,1310,87,45,84,47,642,604,3.74,1,12,60,4360,1314,175,477,1355,95,118,0.984,Tampa Bay Rays,Tropicana Field,1287054,100,102,TBR,TBA,TBA
2015,AL,BOS,BOS,E,5,162,81,78,84,N,N,N,N,748,5640,1495,294,33,161,478,1148,71,27,46,42,753,694,4.31,3,10,40,4345,1486,178,478,1218,97,148,0.984,Boston Red Sox,Fenway Park II,2880694,104,107,BOS,BOS,BOS
2015,AL,TEX,TEX,W,1,162,81,88,74,Y,N,N,N,751,5511,1419,279,32,172,503,1233,101,39,76,54,733,680,4.24,5,9,45,4328,1459,171,508,1095,119,169,0.981,Texas Rangers,Rangers Ballpark in Arlington,2491875,102,105,TEX,TEX,TEX
2015,AL,HOU,HOU,W,2,162,81,86,76,N,Y,N,N,729,5459,1363,278,26,230,486,1392,121,48,56,43,618,572,3.57,5,13,39,4323,1308,148,423,1280,85,131,0.986,Houston Astros,Minute Maid Park,2153585,97,99,HOU,HOU,HOU
2015,AL,LAA,ANA,W,3,162,81,85,77,N,N,N,N,661,5417,1331,243,21,176,435,1150,52,34,58,40,675,630,3.94,2,12,46,4322,1355,166,466,1221,93,108,0.984,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3012765,94,95,LAA,ANA,ANA
2015,AL,SEA,SEA,W,4,162,81,76,86,N,N,N,N,656,5544,1379,262,22,198,478,1336,69,45,36,35,726,677,4.16,6,12,45,4389,1430,181,491,1283,94,155,0.985,Seattle Mariners,Safeco Field,2193581,92,94,SEA,SEA,SEA
2015,AL,OAK,OAK,W,5,162,81,68,94,N,N,N,N,694,5600,1405,277,46,146,475,1119,78,29,40,38,729,664,4.14,5,15,28,4334,1402,172,474,1179,126,154,0.979,Oakland Athletics,O.co Coliseum,1768175,97,98,OAK,OAK,OAK
2015,NL,SLN,STL,C,1,162,81,100,62,Y,N,N,N,647,5484,1386,288,39,137,506,1267,69,38,66,42,525,478,2.94,1,15,62,4394,1359,123,477,1329,96,159,0.984,St. Louis Cardinals,Busch Stadium III,3520889,102,101,STL,SLN,SLN
2015,NL,PIT,PIT,C,2,162,81,98,64,N,Y,N,N,697,5631,1462,292,27,140,461,1322,98,45,89,41,596,532,3.21,0,13,54,4469,1392,110,453,1338,122,177,0.981,Pittsburgh Pirates,PNC Park,2498596,99,97,PIT,PIT,PIT
2015,NL,CHN,CHC,C,3,162,81,97,65,N,Y,N,N,689,5491,1341,272,30,171,567,1518,95,37,74,35,608,546,3.36,6,21,48,4384,1276,134,407,1431,111,120,0.982,Chicago Cubs,Wrigley Field,2959812,100,101,CHC,CHN,CHN
2015,NL,MIL,MIL,C,4,162,81,68,94,N,N,N,N,655,5480,1378,274,34,145,412,1299,84,29,41,34,737,682,4.28,1,7,40,4305,1432,176,517,1260,116,164,0.981,Milwaukee Brewers,Miller Park,2542558,101,101,MIL,ML4,MIL
2015,NL,CIN,CIN,C,5,162,81,64,98,N,N,N,N,640,5571,1382,257,27,167,496,1255,134,38,42,40,754,700,4.33,2,8,35,4360,1436,177,544,1252,90,131,0.985,Cincinnati Reds,Great American Ball Park,2419506,101,101,CIN,CIN,CIN
2015,NL,NYN,NYM,E,1,162,81,90,72,Y,N,Y,N,683,5527,1351,295,17,177,488,1290,51,25,68,32,613,557,3.43,1,14,50,4388,1341,152,383,1337,88,131,0.986,New York Mets,Citi Field,2569753,94,92,NYM,NYN,NYN
2015,NL,WAS,WSN,E,2,162,81,83,79,N,N,N,N,703,5428,1363,265,13,177,539,1344,57,23,44,51,635,577,3.62,4,13,41,4304,1366,145,364,1342,90,125,0.985,Washington Nationals,Nationals Park,2619843,102,99,WSN,MON,WAS
2015,NL,MIA,FLA,E,3,162,81,71,91,N,N,N,N,613,5463,1420,236,40,120,375,1150,112,45,39,40,678,638,4.02,0,12,35,4281,1374,141,508,1152,77,162,0.987,Miami Marlins,Marlins Park,1752235,98,97,MIA,FLO,MIA
2015,NL,ATL,ATL,E,4,162,81,67,95,N,N,N,N,573,5420,1361,251,18,100,471,1107,69,33,44,31,760,698,4.41,3,10,44,4276,1462,170,550,1148,90,186,0.985,Atlanta Braves,Turner Field,2001392,97,97,ATL,ATL,ATL
2015,NL,PHI,PHI,E,5,162,81,63,99,N,N,N,N,626,5529,1374,272,37,130,387,1274,88,32,54,29,809,749,4.69,1,7,35,4309,1592,191,488,1153,117,145,0.981,Philadelphia Phillies,Citizens Bank Park,1831080,98,98,PHI,PHI,PHI
2015,NL,LAN,LAD,W,1,162,81,92,70,Y,N,N,N,667,5385,1346,263,26,187,563,1258,59,34,60,30,595,553,3.44,6,21,47,4337,1317,145,395,1396,75,133,0.988,Los Angeles Dodgers,Dodger Stadium,3764815,101,98,LAD,LAN,LAN
2015,NL,SFN,SFG,W,2,162,81,84,78,N,N,N,N,696,5565,1486,288,39,136,457,1159,93,36,49,37,627,597,3.72,7,18,41,4333,1344,155,431,1165,78,145,0.987,San Francisco Giants,AT&T Park,3375882,99,97,SFG,SFN,SFN
2015,NL,ARI,ARI,W,3,162,81,79,83,N,N,N,N,720,5649,1494,289,48,154,490,1312,132,44,33,57,713,659,4.04,1,12,44,4400,1450,182,500,1215,86,146,0.986,Arizona Diamondbacks,Chase Field,2080145,107,106,ARI,ARI,ARI
2015,NL,SDN,SDP,W,4,162,81,74,88,N,N,N,N,650,5457,1324,260,36,148,426,1327,82,29,40,42,731,655,4.09,1,6,41,4321,1371,171,516,1393,92,138,0.985,San Diego Padres,Petco Park,2459742,98,97,SDP,SDN,SDN
2015,NL,COL,COL,W,5,162,81,68,94,N,N,N,N,737,5572,1479,274,49,186,388,1283,97,43,33,34,844,799,5.04,4,4,36,4279,1579,183,579,1112,95,171,0.985,Colorado Rockies,Coors Field,2506789,119,118,COL,COL,COL
